rank,file_path,hotspot_score,total_churn,commit_count,unique_contributors,sonar_issue_count,github_issue_signal,github_issue_matches,highest_severity,severity_breakdown
1,tools/localization/yarn.lock,0.5,30726.0,51.0,4.0,0.0,0.010068892421833599,0,NONE,
2,AnkiDroid/src/main/assets/changelog.html,0.3329200026036581,2023.0,6.0,1.0,115.0,0.010068892421833599,0,MAJOR,"MINOR:100, MAJOR:15"
3,AnkiDroid/src/main/java/com/ichi2/anki/CardBrowser.kt,0.2971262972302171,8302.0,213.0,27.0,11.0,2.0100688924218337,2,CRITICAL,"MAJOR:4, INFO:4, CRITICAL:3"
4,AnkiDroid/src/test/resources/anking_v11_tags.txt,0.2761667643038469,16971.0,1.0,1.0,0.0,0.010068892421833599,0,NONE,
5,AnkiDroid/src/main/java/com/ichi2/anki/dialogs/customstudy/CustomStudyDialog.kt,0.25592247324882766,2635.0,69.0,11.0,5.0,3.0100688924218337,3,CRITICAL,"INFO:4, CRITICAL:1"
6,AnkiDroid/src/main/java/com/ichi2/anki/DeckPicker.kt,0.19402352914540583,5582.0,236.0,33.0,14.0,1.0100688924218335,1,CRITICAL,"MAJOR:3, INFO:8, CRITICAL:3"
7,AnkiDroid/src/main/java/com/ichi2/anki/AnkiActivity.kt,0.15242140206990823,1173.0,49.0,15.0,0.0,2.0100688924218337,2,NONE,
8,AnkiDroid/src/main/java/com/ichi2/anki/browser/CardBrowserViewModel.kt,0.1347600813926175,2902.0,114.0,14.0,8.0,1.0100688924218335,1,MAJOR,"MAJOR:1, INFO:7"
9,AnkiDroid/src/test/java/com/ichi2/testutils/ext/AnkiActivity.kt,0.1337401549176593,25.0,1.0,1.0,0.0,2.0100688924218337,2,NONE,
10,AnkiDroid/src/main/java/com/ichi2/anki/AbstractFlashcardViewer.kt,0.131275367978967,1726.0,83.0,19.0,14.0,1.0100688924218335,1,CRITICAL,"MAJOR:4, INFO:5, CRITICAL:5"
11,AnkiDroid/src/main/java/com/ichi2/anki/NoteEditor.kt,0.12350777842869232,3493.0,93.0,14.0,0.0,1.0100688924218335,1,NONE,
12,AnkiDroid/src/main/assets/scripts/card.js,0.09912539727012103,160.0,3.0,2.0,37.0,0.010068892421833599,0,CRITICAL,"MINOR:9, MAJOR:2, CRITICAL:26"
13,AnkiDroid/src/main/java/com/ichi2/anki/CoroutineHelpers.kt,0.09687801578609251,1055.0,41.0,9.0,5.0,1.0100688924218335,1,CRITICAL,"MAJOR:3, INFO:1, CRITICAL:1"
14,AnkiDroid/src/main/java/com/ichi2/anki/dialogs/tags/TagsDialog.kt,0.08521153307353353,819.0,32.0,12.0,2.0,1.0100688924218335,1,MAJOR,"MAJOR:1, INFO:1"
15,AnkiDroid/src/main/java/com/ichi2/anki/provider/CardContentProvider.kt,0.07991798476859988,1224.0,51.0,15.0,23.0,0.010068892421833599,0,CRITICAL,"MAJOR:16, INFO:2, CRITICAL:5"
16,AnkiDroid/src/main/java/com/ichi2/anki/browser/CardBrowserFragment.kt,0.07859212846222856,2425.0,86.0,8.0,15.0,0.010068892421833599,0,CRITICAL,"MAJOR:4, INFO:6, CRITICAL:5"
17,AnkiDroid/src/main/java/com/ichi2/anki/Sync.kt,0.07581201588231465,562.0,46.0,10.0,0.0,1.0100688924218335,1,NONE,
18,AnkiDroid/src/main/java/com/ichi2/anki/CollectionManager.kt,0.07479186300230084,339.0,20.0,4.0,1.0,1.0100688924218335,1,INFO,INFO:1
19,AnkiDroid/src/main/res/values/02-strings.xml,0.07343617782985094,416.0,76.0,29.0,0.0,1.0100688924218335,1,NONE,
20,AnkiDroid/src/main/java/com/ichi2/anki/browser/CardOrNoteId.kt,0.07305570413387331,72.0,5.0,2.0,2.0,1.0100688924218335,1,INFO,INFO:2
21,AnkiDroid/src/test/java/com/ichi2/anki/previewer/PreviewerViewModelTest.kt,0.07254117034433379,361.0,14.0,3.0,0.0,1.0100688924218335,1,NONE,
22,AnkiDroid/src/main/res/values/01-core.xml,0.07202043871639653,329.0,29.0,17.0,0.0,1.0100688924218335,1,NONE,
23,CONTRIBUTING.md,0.07014905942849704,214.0,4.0,3.0,0.0,1.0100688924218335,1,NONE,
24,AnkiDroid/src/main/res/values/03-dialogs.xml,0.07001887652151273,206.0,52.0,18.0,0.0,1.0100688924218335,1,NONE,
25,libanki/testutils/src/main/java/com/ichi2/anki/libanki/testutils/InMemoryAnkiTest.kt,0.06902623185575733,145.0,2.0,1.0,0.0,1.0100688924218335,1,NONE,
26,libanki/testutils/src/main/java/com/ichi2/anki/libanki/testutils/AnkiTest.kt,0.06835904445746273,104.0,9.0,5.0,0.0,1.0100688924218335,1,NONE,
27,.github/workflows/update_js_libs.yml,0.06783831282952549,72.0,5.0,3.0,0.0,1.0100688924218335,1,NONE,
28,AnkiDroid/src/main/res/layout/toolbar.xml,0.06754540128881077,54.0,1.0,1.0,0.0,1.0100688924218335,1,NONE,
29,AnkiDroid/src/main/res/layout/tags_dialog.xml,0.06752912842543773,53.0,2.0,2.0,0.0,1.0100688924218335,1,NONE,
30,AnkiDroid/src/main/java/com/ichi2/anki/dialogs/tags/TagsDialogListener.kt,0.06731758120158823,40.0,4.0,2.0,0.0,1.0100688924218335,1,NONE,
31,libanki/src/testFixtures/java/com/ichi2/anki/libanki/testutils/AnkiTest.kt,0.06726876261146911,37.0,2.0,2.0,0.0,1.0100688924218335,1,NONE,
32,.github/pull_request_template.md,0.06689448675388922,14.0,1.0,1.0,0.0,1.0100688924218335,1,NONE,
33,AnkiDroid/src/main/java/com/ichi2/anki/model/CardStateFilter.kt,0.06687821389051618,13.0,2.0,1.0,0.0,1.0100688924218335,1,NONE,
34,AnkiDroid/src/test/java/com/ichi2/testutils/ext/AnkiTest.kt,0.06679684957365098,8.0,2.0,1.0,0.0,1.0100688924218335,1,NONE,
35,AnkiDroid/src/main/java/com/ichi2/annotations/NeedsTest.kt,0.06673175812015882,4.0,1.0,1.0,0.0,1.0100688924218335,1,NONE,
36,libanki/src/testFixtures/java/com/ichi2/anki/libanki/testutils/InMemoryAnkiTest.kt,0.06666666666666667,0.0,1.0,1.0,0.0,1.0100688924218335,1,NONE,
37,libanki/src/main/java/com/ichi2/anki/libanki/Collection.kt,0.062374281517706284,1749.0,40.0,4.0,13.0,0.010068892421833599,0,MAJOR,"MINOR:1, MAJOR:6, INFO:6"
38,AnkiDroid/src/main/java/com/ichi2/anki/NoteEditorFragment.kt,0.05844632360640613,1187.0,73.0,18.0,15.0,0.010068892421833599,0,CRITICAL,"MAJOR:6, INFO:4, CRITICAL:5"
39,AnkiDroid/src/main/java/com/ichi2/anki/ui/windows/reviewer/ReviewerFragment.kt,0.05305457210859518,3100.0,155.0,10.0,1.0,0.010068892421833599,0,CRITICAL,CRITICAL:1
40,AnkiDroid/src/main/java/com/ichi2/anki/CardTemplateEditor.kt,0.05068880908110678,2634.0,96.0,21.0,3.0,0.010068892421833599,0,MAJOR,"MAJOR:2, INFO:1"
41,AnkiDroid/src/main/java/com/ichi2/anki/DeckPickerFloatingActionMenu.kt,0.0495888484189852,803.0,14.0,5.0,14.0,0.010068892421833599,0,CRITICAL,"INFO:1, CRITICAL:13"
42,AnkiDroid/src/main/java/com/ichi2/anki/ui/windows/reviewer/ReviewerViewModel.kt,0.042861561798674966,2153.0,128.0,8.0,3.0,0.010068892421833599,0,MAJOR,"MAJOR:2, INFO:1"
43,AnkiDroid/src/main/java/com/ichi2/anki/deckpicker/DeckPickerViewModel.kt,0.04172517822322973,961.0,50.0,11.0,10.0,0.010068892421833599,0,INFO,INFO:10
44,AnkiDroid/src/main/java/com/ichi2/anki/Reviewer.kt,0.04025054549468089,1191.0,89.0,18.0,8.0,0.010068892421833599,0,CRITICAL,"MAJOR:6, INFO:1, CRITICAL:1"
45,AnkiDroid/src/androidTest/java/com/ichi2/anki/tests/ContentProviderTest.kt,0.03994987958081104,2455.0,43.0,10.0,0.0,0.010068892421833599,0,NONE,
46,AnkiDroid/src/test/java/com/ichi2/anki/CardBrowserTest.kt,0.03990106099069192,2452.0,92.0,15.0,0.0,0.010068892421833599,0,NONE,
47,AnkiDroid/src/test/java/com/ichi2/anki/browser/CardBrowserViewModelTest.kt,0.034889019071795875,2144.0,63.0,8.0,0.0,0.010068892421833599,0,NONE,
48,AnkiDroid/src/main/java/com/ichi2/utils/AlertDialogFacade.kt,0.03153836575170724,335.0,18.0,9.0,10.0,0.010068892421833599,0,CRITICAL,"MAJOR:8, INFO:1, CRITICAL:1"
49,AnkiDroid/src/main/java/com/ichi2/anki/StudyOptionsFragment.kt,0.031389193120682383,1448.0,47.0,11.0,3.0,0.010068892421833599,0,CRITICAL,"MAJOR:1, INFO:1, CRITICAL:1"
50,tools/localization/.yarn/releases/yarn-4.5.3.cjs,0.030397708780837075,1868.0,2.0,1.0,0.0,0.010068892421833599,0,NONE,
51,AnkiDroid/src/main/java/com/ichi2/anki/multimedia/MultimediaImageFragment.kt,0.029377555900823266,1645.0,33.0,8.0,1.0,0.010068892421833599,0,INFO,INFO:1
52,AnkiDroid/src/main/java/com/ichi2/anki/AnkiDroidApp.kt,0.02850153813934665,469.0,44.0,10.0,8.0,0.010068892421833599,0,MAJOR,"MAJOR:1, INFO:7"
53,AnkiDroid/src/test/java/com/ichi2/anki/reviewreminders/ReviewRemindersDatabaseTest.kt,0.027045498925991018,1662.0,10.0,1.0,0.0,0.010068892421833599,0,NONE,
54,tools/localization/.yarn/releases/yarn-4.10.3.cjs,0.026882770292260626,1652.0,2.0,1.0,0.0,0.010068892421833599,0,NONE,
55,AnkiDroid/src/main/res/layout/reviewer2.xml,0.025955217079997397,1595.0,44.0,3.0,0.0,0.010068892421833599,0,NONE,
56,AnkiDroid/src/main/java/com/ichi2/anki/instantnoteeditor/InstantNoteEditorActivity.kt,0.024577061205776726,1350.0,30.0,9.0,1.0,0.010068892421833599,0,INFO,INFO:1
57,AnkiDroid/src/main/java/com/ichi2/anki/dialogs/ChangeNoteTypeDialog.kt,0.024548392665608224,707.0,9.0,3.0,5.0,0.010068892421833599,0,MAJOR,MAJOR:5
58,AnkiDroid/src/main/java/com/ichi2/anki/ui/windows/reviewer/whiteboard/WhiteboardFragment.kt,0.024435642947907028,1181.0,18.0,4.0,2.0,0.010068892421833599,0,CRITICAL,"MAJOR:1, CRITICAL:1"
59,AnkiDroid/src/main/java/com/ichi2/anki/IntentHandler.kt,0.023788605599563035,500.0,31.0,9.0,6.0,0.010068892421833599,0,MAJOR,"MAJOR:3, INFO:3"
60,AnkiDroid/src/main/java/com/ichi2/anki/reviewreminders/ReviewRemindersDatabase.kt,0.022147367050706242,1361.0,13.0,3.0,0.0,0.010068892421833599,0,NONE,
61,AnkiDroid/src/main/java/com/ichi2/anki/cardviewer/CardMediaPlayer.kt,0.022097388134677046,877.0,34.0,10.0,3.0,0.010068892421833599,0,CRITICAL,"MAJOR:1, CRITICAL:2"
62,AnkiDroid/src/main/java/com/ichi2/anki/ui/dialogs/ActivityAgnosticDialogs.kt,0.02164562514680953,208.0,4.0,2.0,7.0,0.010068892421833599,0,CRITICAL,CRITICAL:7
63,AnkiDroid/src/main/java/com/ichi2/anki/dialogs/DatabaseErrorDialog.kt,0.020530155738377638,941.0,33.0,10.0,2.0,0.010068892421833599,0,CRITICAL,"MINOR:1, CRITICAL:1"
64,AnkiDroid/src/main/java/com/ichi2/anki/analytics/UsageAnalytics.kt,0.019988113734579694,1068.0,26.0,10.0,1.0,0.010068892421833599,0,MAJOR,MAJOR:1
65,AnkiDroid/src/main/java/com/ichi2/anki/JavaScriptSTT.kt,0.019432515728076208,72.0,4.0,1.0,7.0,0.010068892421833599,0,CRITICAL,CRITICAL:7
66,AnkiDroid/src/main/java/com/ichi2/anki/reviewreminders/ScheduleReminders.kt,0.01930465347291205,1026.0,20.0,2.0,1.0,0.010068892421833599,0,MAJOR,MAJOR:1
67,AnkiDroid/src/main/java/com/ichi2/anki/multimedia/MultimediaUtils.kt,0.01882034475829845,355.0,10.0,3.0,5.0,0.010068892421833599,0,MAJOR,"MAJOR:4, INFO:1"
68,AnkiDroid/src/test/java/com/ichi2/anki/CardTemplateEditorTest.kt,0.018713792878994988,1150.0,30.0,13.0,0.0,0.010068892421833599,0,NONE,
69,AnkiDroid/src/main/java/com/ichi2/anki/ReadText.kt,0.018576251807702865,340.0,15.0,5.0,5.0,0.010068892421833599,0,MAJOR,"MAJOR:2, INFO:3"
70,AnkiDroid/src/test/java/com/ichi2/anki/services/NotificationServiceTest.kt,0.017867603983596953,1098.0,5.0,1.0,0.0,0.010068892421833599,0,NONE,
71,AnkiDroid/src/main/java/com/ichi2/anki/multimedia/audio/AudioRecordingController.kt,0.01765993394632502,444.0,18.0,6.0,4.0,0.010068892421833599,0,CRITICAL,"INFO:3, CRITICAL:1"
72,AnkiDroid/src/main/res/values-got/02-strings.xml,0.017281780902167546,1062.0,75.0,1.0,0.0,0.010068892421833599,0,NONE,
73,AnkiDroid/src/test/java/com/ichi2/anki/DeckPickerTest.kt,0.01718414372192931,1056.0,54.0,15.0,0.0,0.010068892421833599,0,NONE,
74,AnkiDroid/src/main/java/com/ichi2/anki/multimediacard/fields/BasicImageFieldController.kt,0.017167870858556273,1055.0,6.0,4.0,0.0,0.010068892421833599,0,NONE,
75,AnkiDroid/src/main/java/com/ichi2/anki/NoteEditorActivity.kt,0.01702025476228884,565.0,10.0,5.0,3.0,0.010068892421833599,0,MAJOR,"MAJOR:2, INFO:1"
76,AnkiDroid/src/main/java/com/ichi2/anki/AnkiDroidJsAPI.kt,0.01685752612855845,555.0,28.0,9.0,3.0,0.010068892421833599,0,CRITICAL,"MAJOR:2, CRITICAL:1"
77,AnkiDroid/src/main/java/com/ichi2/anki/dialogs/DeckSelectionDialog.kt,0.016852488616070797,715.0,24.0,7.0,2.0,0.010068892421833599,0,MAJOR,"MAJOR:1, INFO:1"
78,AnkiDroid/src/main/java/com/ichi2/widget/cardanalysis/CardAnalysisWidgetConfig.kt,0.016728503547484216,1028.0,19.0,5.0,0.0,0.010068892421833599,0,NONE,
79,AnkiDroid/src/main/java/com/ichi2/anki/reviewreminders/ReminderTroubleshootingFragment.kt,0.016699835007315714,385.0,3.0,1.0,4.0,0.010068892421833599,0,INFO,INFO:4
80,AnkiDroid/src/main/res/values-ar/02-strings.xml,0.016582047777126862,1019.0,88.0,1.0,0.0,0.010068892421833599,0,NONE,
81,AnkiDroid/src/main/res/values-got/10-preferences.xml,0.016440629519257163,850.0,49.0,1.0,1.0,0.010068892421833599,0,INFO,INFO:1
82,AnkiDroid/src/main/assets/mathjax/sre/sre_browser.js,0.01625659050966608,999.0,1.0,1.0,0.0,0.010068892421833599,0,NONE,
83,AnkiDroid/src/main/java/com/ichi2/anki/servicelayer/PreferenceUpgradeService.kt,0.016050080798304226,826.0,30.0,7.0,1.0,0.010068892421833599,0,MAJOR,MAJOR:1
84,AnkiDroid/src/main/java/com/ichi2/anki/servicelayer/NoteService.kt,0.015799790009310907,490.0,26.0,7.0,3.0,0.010068892421833599,0,MAJOR,"MAJOR:1, INFO:2"
85,AnkiDroid/src/main/java/com/ichi2/anki/browser/search/StandardSearchFragment.kt,0.015702152829072672,484.0,10.0,1.0,3.0,0.010068892421833599,0,INFO,INFO:3
86,vbpd/src/main/java/dev/androidbroadcast/vbpd/ActivityViewBindings.kt,0.015652173913043476,0.0,1.0,1.0,6.0,0.010068892421833599,0,CRITICAL,CRITICAL:6
87,AnkiDroid/src/main/java/com/ichi2/libanki/Notetypes.kt,0.01554058452125236,955.0,30.0,9.0,0.0,0.010068892421833599,0,NONE,
88,tools/localization/.yarn/releases/yarn-4.9.2.cjs,0.01532903729740285,942.0,1.0,1.0,0.0,0.010068892421833599,0,NONE,
89,libanki/src/main/java/com/ichi2/anki/libanki/Decks.kt,0.015300368757234348,299.0,20.0,4.0,4.0,0.010068892421833599,0,MAJOR,"MAJOR:2, INFO:2"
90,tools/localization/.yarn/releases/yarn-4.13.0.cjs,0.015296491570656772,940.0,1.0,1.0,0.0,0.010068892421833599,0,NONE,
91,AnkiDroid/src/main/java/com/ichi2/anki/SharedDecksActivity.kt,0.015160110825274728,611.0,20.0,9.0,2.0,0.010068892421833599,0,MAJOR,"MAJOR:1, INFO:1"
92,AnkiDroid/src/main/java/com/ichi2/anki/dialogs/EditDeckDescriptionDialog.kt,0.01512756509852865,609.0,24.0,7.0,2.0,0.010068892421833599,0,MAJOR,MAJOR:2
93,AnkiDroid/src/main/res/values-gl/02-strings.xml,0.015101217210180304,928.0,87.0,1.0,0.0,0.010068892421833599,0,NONE,
94,AnkiDroid/src/main/java/com/ichi2/anki/dialogs/ChangeNoteTypeViewModel.kt,0.014997382191544336,601.0,4.0,3.0,2.0,0.010068892421833599,0,INFO,INFO:2
95,AnkiDroid/src/main/java/com/ichi2/anki/instantnoteeditor/InstantEditorViewModel.kt,0.014976071815683644,760.0,24.0,8.0,1.0,0.010068892421833599,0,INFO,INFO:1
96,AnkiDroid/src/main/res/values-lv/10-preferences.xml,0.014959798952310605,759.0,51.0,1.0,1.0,0.010068892421833599,0,INFO,INFO:1
97,AnkiDroid/src/main/res/values-uz/10-preferences.xml,0.014797070318580213,749.0,45.0,1.0,1.0,0.010068892421833599,0,INFO,INFO:1
98,AnkiDroid/src/main/java/com/ichi2/widget/AnkiDroidWidgetSmall.kt,0.014795909992670137,268.0,18.0,5.0,4.0,0.010068892421833599,0,CRITICAL,"MINOR:1, INFO:2, CRITICAL:1"
99,AnkiDroid/src/main/java/com/ichi2/anki/BackupManager.kt,0.014731978865088058,745.0,14.0,7.0,1.0,0.010068892421833599,0,MAJOR,MAJOR:1
100,gradle/libs.versions.toml,0.014661849899108247,901.0,130.0,16.0,0.0,0.010068892421833599,0,NONE,
101,AnkiDroid/src/main/java/com/ichi2/anki/dialogs/MediaCheckDialog.kt,0.014580485582243051,896.0,12.0,4.0,0.0,0.010068892421833599,0,NONE,
102,AnkiDroid/src/main/java/com/ichi2/anki/browser/search/AdvancedSearchFragment.kt,0.014400323759229543,404.0,6.0,1.0,3.0,0.010068892421833599,0,INFO,INFO:3
103,AnkiDroid/src/main/res/values-iw/02-strings.xml,0.014385211221766583,884.0,78.0,1.0,0.0,0.010068892421833599,0,NONE,
104,AnkiDroid/src/main/res/values-uz/02-strings.xml,0.014385211221766583,884.0,76.0,1.0,0.0,0.010068892421833599,0,NONE,
105,AnkiDroid/src/main/java/com/ichi2/anki/scheduling/SetDueDateDialog.kt,0.014362740519995813,562.0,27.0,7.0,2.0,0.010068892421833599,0,MAJOR,"MAJOR:1, INFO:1"
106,AnkiDroid/src/main/java/com/ichi2/anki/notetype/ManageNotetypes.kt,0.014162428647031688,710.0,26.0,9.0,1.0,0.010068892421833599,0,CRITICAL,CRITICAL:1
107,AnkiDroid/src/main/java/com/ichi2/anki/DeckSpinnerSelection.kt,0.013983427149928259,699.0,25.0,9.0,1.0,0.010068892421833599,0,INFO,INFO:1
108,AnkiDroid/src/main/res/values-gl/10-preferences.xml,0.013869517106316984,692.0,57.0,1.0,1.0,0.010068892421833599,0,INFO,INFO:1
109,AnkiDroid/src/main/res/values-af/02-strings.xml,0.01386447959382933,852.0,75.0,1.0,0.0,0.010068892421833599,0,NONE,
110,AnkiDroid/src/main/res/values-gu/02-strings.xml,0.01386447959382933,852.0,75.0,1.0,0.0,0.010068892421833599,0,NONE,
111,AnkiDroid/src/main/java/com/ichi2/anki/MetaDB.kt,0.013820698516197867,689.0,12.0,5.0,1.0,0.010068892421833599,0,CRITICAL,CRITICAL:1
112,AnkiDroid/src/main/java/com/ichi2/anki/ui/RecyclerFastScroller.kt,0.013815661003710213,849.0,12.0,4.0,0.0,0.010068892421833599,0,NONE,
113,AnkiDroid/src/main/java/com/ichi2/anki/ui/windows/reviewer/AnswerFeedbackView.kt,0.013526626649573084,190.0,8.0,2.0,4.0,0.010068892421833599,0,CRITICAL,"INFO:1, CRITICAL:3"
114,AnkiDroid/src/main/java/com/ichi2/anki/dialogs/CreateDeckDialog.kt,0.013451460171105621,506.0,21.0,10.0,2.0,0.010068892421833599,0,CRITICAL,"MAJOR:1, CRITICAL:1"
115,AnkiDroid/src/main/res/values-pa/10-preferences.xml,0.013299966888260614,657.0,45.0,1.0,1.0,0.010068892421833599,0,INFO,INFO:1
116,compat/src/main/java/com/ichi2/anki/compat/CompatHelper.kt,0.013222479757972996,11.0,2.0,1.0,5.0,0.010068892421833599,0,MAJOR,MAJOR:5
117,AnkiDroid/src/main/java/com/ichi2/anki/ui/windows/reviewer/GestureParser.kt,0.013197292195534727,811.0,20.0,1.0,0.0,0.010068892421833599,0,NONE,
118,AnkiDroid/src/main/res/values-ta/10-preferences.xml,0.013120965391157185,646.0,42.0,1.0,1.0,0.010068892421833599,0,INFO,INFO:1
119,AnkiDroid/src/main/java/com/ichi2/anki/ui/windows/reviewer/audiorecord/AudioRecordView.kt,0.013039601074291989,641.0,6.0,3.0,1.0,0.010068892421833599,0,MAJOR,MAJOR:1
120,AnkiDroid/src/test/java/com/ichi2/testutils/AnkiFragmentScenario.kt,0.012953199244939139,796.0,3.0,2.0,0.0,0.010068892421833599,0,NONE,
121,AnkiDroid/src/main/java/com/ichi2/anki/settings/Prefs.kt,0.012941963894053754,635.0,61.0,7.0,1.0,0.010068892421833599,0,INFO,INFO:1
122,AnkiDroid/src/main/res/values-lv/02-strings.xml,0.012920653518193062,794.0,71.0,1.0,0.0,0.010068892421833599,0,NONE,
123,AnkiDroid/src/main/java/com/ichi2/anki/MediaRegistration.kt,0.01291445567979533,473.0,17.0,5.0,2.0,0.010068892421833599,0,CRITICAL,"INFO:1, CRITICAL:1"
124,AnkiDroid/src/test/java/com/ichi2/anki/NoteEditorTest.kt,0.012888107791446984,792.0,40.0,13.0,0.0,0.010068892421833599,0,NONE,
125,AnkiDroid/src/main/res/values-ta/02-strings.xml,0.012839289201327866,789.0,68.0,1.0,0.0,0.010068892421833599,0,NONE,
126,AnkiDroid/src/main/java/com/ichi2/anki/widgets/DeckAdapter.kt,0.012811780987069442,627.0,23.0,9.0,1.0,0.010068892421833599,0,CRITICAL,CRITICAL:1
127,AnkiDroid/src/main/res/values-gu/10-preferences.xml,0.012795508123696403,626.0,47.0,1.0,1.0,0.010068892421833599,0,INFO,INFO:1
128,AnkiDroid/src/main/res/values-iw/10-preferences.xml,0.012681598080085128,619.0,51.0,1.0,1.0,0.010068892421833599,0,INFO,INFO:1
129,AnkiDroid/src/main/res/values-bn/10-preferences.xml,0.012535142309727777,610.0,46.0,1.0,1.0,0.010068892421833599,0,INFO,INFO:1
130,AnkiDroid/src/main/java/com/ichi2/anki/FilteredDeckOptions.kt,0.012497559070494045,768.0,16.0,6.0,0.0,0.010068892421833599,0,NONE,
131,AnkiDroid/build.gradle,0.012465013343747966,766.0,152.0,15.0,0.0,0.010068892421833599,0,NONE,
132,AnkiDroid/src/main/res/values-hr/02-strings.xml,0.012334830436763653,758.0,68.0,1.0,0.0,0.010068892421833599,0,NONE,
133,AnkiDroid/src/main/java/com/ichi2/anki/pages/ImageOcclusion.kt,0.012318557573390614,757.0,26.0,7.0,0.0,0.010068892421833599,0,NONE,
134,AnkiDroid/src/main/res/values-eo/02-strings.xml,0.012302284710017574,756.0,96.0,1.0,0.0,0.010068892421833599,0,NONE,
135,AnkiDroid/src/main/java/com/ichi2/anki/filtered/FilteredDeckOptionsFragment.kt,0.012263541144873765,433.0,8.0,1.0,2.0,0.010068892421833599,0,CRITICAL,"INFO:1, CRITICAL:1"
136,AnkiDroid/src/main/res/layout-sw600dp/reviewer2.xml,0.012155828939660223,747.0,20.0,2.0,0.0,0.010068892421833599,0,NONE,
137,AnkiDroid/src/main/java/com/ichi2/widget/cardanalysis/CardAnalysisWidget.kt,0.012079502135282682,582.0,18.0,5.0,1.0,0.010068892421833599,0,INFO,INFO:1
138,AnkiDroid/src/test/java/com/ichi2/anki/dialogs/CustomStudyDialogTest.kt,0.012058191759421988,741.0,26.0,6.0,0.0,0.010068892421833599,0,NONE,
139,AnkiDroid/src/main/res/values-pa/02-strings.xml,0.012041918896048949,740.0,72.0,1.0,0.0,0.010068892421833599,0,NONE,
140,AnkiDroid/src/main/res/values-be/02-strings.xml,0.011846644535572479,728.0,83.0,1.0,0.0,0.010068892421833599,0,NONE,
141,AnkiDroid/src/main/java/com/ichi2/anki/preferences/Preferences.kt,0.011765280218707284,723.0,26.0,8.0,0.0,0.010068892421833599,0,NONE,
142,AnkiDroid/src/main/java/com/ichi2/anki/CollectionHelper.kt,0.011747847029424167,241.0,18.0,5.0,3.0,0.010068892421833599,0,INFO,INFO:3
143,AnkiDroid/src/main/java/com/ichi2/anki/pages/DeckOptions.kt,0.011618824448349932,714.0,30.0,10.0,0.0,0.010068892421833599,0,NONE,
144,AnkiDroid/src/main/java/com/ichi2/anki/MyAccount.kt,0.011586278721603853,712.0,22.0,7.0,0.0,0.010068892421833599,0,NONE,
145,libanki/src/main/java/com/ichi2/anki/libanki/Notetypes.kt,0.011541337318062311,68.0,11.0,4.0,4.0,0.010068892421833599,0,MAJOR,"MINOR:2, MAJOR:1, INFO:1"
146,AnkiDroid/src/main/java/com/ichi2/anki/export/ExportDialogFragment.kt,0.011488641541365618,706.0,20.0,7.0,0.0,0.010068892421833599,0,NONE,
147,AnkiDroid/src/main/res/values-ko/10-preferences.xml,0.011151948923019451,525.0,51.0,1.0,1.0,0.010068892421833599,0,INFO,INFO:1
148,AnkiDroid/src/main/java/com/ichi2/anki/browser/BrowserMultiColumnAdapter.kt,0.011103130332900333,522.0,20.0,7.0,1.0,0.010068892421833599,0,MAJOR,MAJOR:1
149,AnkiDroid/src/main/java/com/ichi2/anki/ui/windows/reviewer/whiteboard/WhiteboardView.kt,0.011070584606154255,520.0,6.0,3.0,1.0,0.010068892421833599,0,CRITICAL,CRITICAL:1
150,AnkiDroid/src/main/res/values-ug/10-preferences.xml,0.011038038879408178,518.0,43.0,1.0,1.0,0.010068892421833599,0,INFO,INFO:1
151,AnkiDroid/src/main/java/com/ichi2/anki/browser/search/CardBrowserSearchViewModel.kt,0.01098922028928906,515.0,14.0,1.0,1.0,0.010068892421833599,0,INFO,INFO:1
152,AnkiDroid/src/main/java/com/ichi2/libanki/Collection.kt,0.010984182776801407,675.0,36.0,10.0,0.0,0.010068892421833599,0,NONE,
153,AnkiDroid/src/main/java/com/ichi2/anki/dialogs/EmptyCardsDialogFragment.kt,0.010924128835796904,511.0,9.0,4.0,1.0,0.010068892421833599,0,INFO,INFO:1
154,AnkiDroid/src/main/res/values-got/01-core.xml,0.01091909132330925,671.0,34.0,1.0,0.0,0.010068892421833599,0,NONE,
155,AnkiDroid/src/main/java/com/ichi2/anki/browser/search/FlagsBottomSheetFragment.kt,0.010917930997399171,190.0,1.0,1.0,3.0,0.010068892421833599,0,INFO,INFO:3
156,AnkiDroid/src/main/java/com/ichi2/anki/multimedia/AudioVideoFragment.kt,0.010886545596563171,669.0,15.0,4.0,0.0,0.010068892421833599,0,NONE,
157,AnkiDroid/src/main/res/values-eo/10-preferences.xml,0.010696308748574355,497.0,61.0,1.0,1.0,0.010068892421833599,0,INFO,INFO:1
158,AnkiDroid/src/main/java/com/ichi2/anki/servicelayer/scopedstorage/migrateuserdata/MigrateUserData.kt,0.010691271236086701,657.0,1.0,1.0,0.0,0.010068892421833599,0,NONE,
159,AnkiDroid/src/main/java/com/ichi2/anki/dialogs/InsertFieldDialog.kt,0.010614944431709161,492.0,11.0,2.0,1.0,0.010068892421833599,0,MAJOR,MAJOR:1
160,AnkiDroid/src/main/java/com/ichi2/utils/ImportUtils.kt,0.010566125841590043,489.0,24.0,13.0,1.0,0.010068892421833599,0,INFO,INFO:1
