rank,file_path,hotspot_score,total_churn,commit_count,unique_contributors,sonar_issue_count,github_issue_signal,github_issue_matches,highest_severity,severity_breakdown
16,src/helm/meet/templates/ingress_media_files.yaml,0.1420397949069372,83,1,1,8.0,0.00253592561284869,0,MINOR,MINOR:8
17,src/frontend/src/features/rooms/utils/getParticipantColor.ts,0.1419565829244117,75,3,1,8.0,0.00253592561284869,0,MAJOR,"MINOR:7, MAJOR:1"
18,src/frontend/src/features/rooms/livekit/components/effects/EffectsConfiguration.tsx,0.132187740917045,2529,36,5,6.0,0.00253592561284869,0,MAJOR,"MINOR:4, MAJOR:2"
19,src/frontend/src/features/settings/components/SettingsDialogExtended.tsx,0.12662905811378014,298,22,3,7.0,0.00253592561284869,0,MAJOR,"MINOR:2, MAJOR:5"
20,src/sdk/package-lock.json,0.12620137299771167,12133,55,3,0.0,0.00253592561284869,0,NONE,
21,bin/_config.sh,0.1258697487732351,225,4,2,7.0,0.00253592561284869,0,MAJOR,MAJOR:7
22,src/frontend/src/features/rooms/livekit/hooks/useMediaQuery.ts,0.12400788066422741,46,1,1,7.0,0.00253592561284869,0,MINOR,MINOR:7
23,src/backend/core/migrations/0001_initial.py,0.10903400677932916,303,5,3,6.0,0.00253592561284869,0,CRITICAL,CRITICAL:6
24,src/frontend/src/features/rooms/livekit/components/ParticipantTileFocus.tsx,0.10858674237325469,260,7,2,6.0,0.00253592561284869,0,MAJOR,"MINOR:5, MAJOR:1"
25,src/frontend/src/features/rooms/livekit/hooks/useResizeObserver.ts,0.10720334316376852,127,1,1,6.0,0.00253592561284869,0,MAJOR,"MINOR:5, MAJOR:1"
26,src/backend/core/models.py,0.09995778215592457,1127,32,3,5.0,0.00253592561284869,0,MAJOR,MAJOR:5
27,src/frontend/src/features/rooms/livekit/components/controls/Participants/ParticipantsList.tsx,0.09551634258862689,700,24,1,5.0,0.00253592561284869,0,MINOR,"MINOR:2, INFO:3"
28,src/frontend/src/features/rooms/components/Join.tsx,0.09292025110439432,2147,50,5,4.0,0.00253592561284869,0,MAJOR,"MINOR:2, MAJOR:1, INFO:1"
29,src/summary/summary/api/route/tasks.py,0.08984752627907831,155,12,4,5.0,0.00253592561284869,0,CRITICAL,CRITICAL:5
30,src/frontend/src/features/rooms/livekit/components/blur/BackgroundCustomProcessor.ts,0.08959789033150185,131,4,4,5.0,0.00253592561284869,0,MAJOR,"MINOR:2, MAJOR:1, INFO:2"
31,src/frontend/src/features/shortcuts/useLongPress.ts,0.08888018698221957,62,2,1,5.0,0.00253592561284869,0,MINOR,MINOR:5
32,src/frontend/src/features/rooms/routes/Feedback.tsx,0.0724813078965724,182,15,3,4.0,0.00253592561284869,0,MAJOR,"MINOR:3, MAJOR:1"
33,src/helm/meet/templates/summary_deployment.yaml,0.07228367943807437,163,6,3,4.0,0.00253592561284869,0,MAJOR,MAJOR:4
34,src/helm/meet/templates/celery_backend_deployment.yaml,0.07222127045118026,157,2,2,4.0,0.00253592561284869,0,MAJOR,MAJOR:4
35,src/helm/meet/templates/celery_transcribe_deployment.yaml,0.07222127045118026,157,2,2,4.0,0.00253592561284869,0,MAJOR,MAJOR:4
36,src/helm/meet/templates/celery_summary_backend_deployment.yaml,0.07217966445991753,153,1,1,4.0,0.00253592561284869,0,MAJOR,MAJOR:4
37,src/helm/meet/templates/agent_subtitles_deployment.yaml,0.0720548464861293,141,1,1,4.0,0.00253592561284869,0,MAJOR,MAJOR:4
38,src/frontend/src/features/home/components/JoinMeetingDialog.tsx,0.07175320304947441,112,7,3,4.0,0.00253592561284869,0,MINOR,MINOR:4
39,src/frontend/src/utils/mergeProps.ts,0.07157637758660776,95,1,1,4.0,0.00253592561284869,0,MAJOR,"MINOR:3, MAJOR:1"
40,src/backend/core/migrations/0006_merge_duplicate_users.py,0.07151396859971365,89,1,1,4.0,0.00253592561284869,0,MAJOR,"MINOR:2, MAJOR:2"
41,src/helm/meet/templates/celery_summarize_deployment.yaml,0.07123312815869015,62,2,2,4.0,0.00253592561284869,0,MAJOR,MAJOR:4
42,src/sdk/consumer/src/App.tsx,0.07109790868708624,49,3,2,4.0,0.00253592561284869,0,MAJOR,MAJOR:4
43,src/helm/meet/templates/agent_metadata_deployment.yaml,0.07108750718927055,48,1,1,4.0,0.00253592561284869,0,MAJOR,MAJOR:4
44,src/helm/meet/templates/backend_deployment.yaml,0.07107710569145487,47,7,3,4.0,0.00253592561284869,0,MAJOR,MAJOR:4
45,src/helm/meet/templates/frontend_deployment.yaml,0.0710563026958235,45,5,3,4.0,0.00253592561284869,0,MAJOR,MAJOR:4
46,src/helm/meet/templates/backend_job_createsuperuser.yaml,0.0709106817264039,31,7,4,4.0,0.00253592561284869,0,MAJOR,MAJOR:4
47,src/helm/extra/templates/external_secret.yaml,0.07090028022858821,30,2,1,4.0,0.00253592561284869,0,MAJOR,MAJOR:4
48,src/helm/meet/templates/backend_job_migrate.yaml,0.07075465925916861,16,6,4,4.0,0.00253592561284869,0,MAJOR,MAJOR:4
49,src/frontend/src/features/home/components/IntroSlider.tsx,0.058911636216791685,574,23,3,3.0,0.00253592561284869,0,MAJOR,"MAJOR:2, INFO:1"
50,src/frontend/src/features/rooms/livekit/components/blur/FaceLandmarksProcessor.ts,0.05844356881508584,529,7,3,3.0,0.00253592561284869,0,MAJOR,"MINOR:2, MAJOR:1"
51,src/frontend/src/features/settings/components/tabs/AccountTab.tsx,0.05437658316915283,138,12,4,3.0,0.00253592561284869,0,MAJOR,"MINOR:1, MAJOR:2"
52,src/frontend/src/features/rooms/livekit/components/controls/Participants/ParticipantsCollapsableList.tsx,0.054334977177890084,134,5,1,3.0,0.00253592561284869,0,MAJOR,"MINOR:2, MAJOR:1"
53,src/frontend/src/features/rooms/livekit/components/controls/CameraSwitchButton.tsx,0.054220560701917546,123,1,1,3.0,0.00253592561284869,0,MINOR,MINOR:3
54,src/helm/extra/templates/postgresql-sts.yaml,0.05366928131768622,70,1,1,3.0,0.00253592561284869,0,MAJOR,MAJOR:3
55,src/helm/extra/templates/redis.yaml,0.05361727382860779,65,1,1,3.0,0.00253592561284869,0,MAJOR,MAJOR:3
56,src/helm/extra/templates/kc-postgresql-sts.yaml,0.05357566783734505,61,1,1,3.0,0.00253592561284869,0,MAJOR,MAJOR:3
57,src/frontend/src/features/sdk/utils/PopupWindow.ts,0.05346125136137251,50,1,1,3.0,0.00253592561284869,0,MINOR,MINOR:3
58,src/frontend/src/api/apiUrl.ts,0.05320121391598037,25,3,2,3.0,0.00253592561284869,0,MINOR,MINOR:3
59,src/frontend/src/api/mediaUrl.ts,0.05305559294656077,11,1,1,3.0,0.00253592561284869,0,MINOR,MINOR:3
60,src/frontend/src/features/layout/components/CarouselLayout.tsx,0.052941176470588235,0,1,1,3.0,0.00253592561284869,0,MAJOR,"MINOR:2, MAJOR:1"
61,src/backend/core/api/viewsets.py,0.051842900671814386,1591,48,5,2.0,0.00253592561284869,0,CRITICAL,"MAJOR:1, CRITICAL:1"
62,src/backend/core/tests/test_api_resource_accesses.py,0.04563320647585017,994,4,1,2.0,0.00253592561284869,0,CRITICAL,CRITICAL:2
63,src/frontend/src/features/home/routes/Home.tsx,0.04485309413967376,919,45,4,2.0,0.00253592561284869,0,MINOR,MINOR:2
64,src/frontend/src/features/rooms/livekit/prefabs/VideoConference.tsx,0.04412498929257578,849,43,3,2.0,0.00253592561284869,0,MINOR,MINOR:2
65,src/frontend/src/features/rooms/components/InviteDialog.tsx,0.043147248497901344,755,18,4,2.0,0.00253592561284869,0,CRITICAL,"MAJOR:1, CRITICAL:1"
66,src/frontend/src/features/rooms/livekit/components/ParticipantTile.tsx,0.041774250786230864,623,21,2,2.0,0.00253592561284869,0,MAJOR,MAJOR:2
67,src/frontend/src/features/home/components/LaterMeetingDialog.tsx,0.04174304629278381,620,8,1,2.0,0.00253592561284869,0,CRITICAL,"MAJOR:1, CRITICAL:1"
68,src/frontend/src/features/settings/components/tabs/VideoTab.tsx,0.04157662232773284,604,8,2,2.0,0.00253592561284869,0,MAJOR,"MINOR:1, MAJOR:1"
69,src/frontend/src/primitives/Dialog.tsx,0.04007880664227413,460,18,3,2.0,0.00253592561284869,0,MAJOR,"MINOR:1, MAJOR:1"
70,src/frontend/src/features/rooms/components/Rating.tsx,0.039943587170670224,447,13,2,2.0,0.00253592561284869,0,MAJOR,"MINOR:1, MAJOR:1"
71,src/frontend/src/primitives/Tabs.tsx,0.03782168161627039,243,11,3,2.0,0.00253592561284869,0,MAJOR,MAJOR:2
72,src/frontend/src/features/rooms/routes/Room.tsx,0.03740562170364297,203,16,3,2.0,0.00253592561284869,0,MINOR,MINOR:2
73,src/frontend/src/stores/screenReaderAnnouncer.ts,0.0373120082233018,194,4,1,2.0,0.00253592561284869,0,MINOR,MINOR:2
74,src/frontend/src/features/rooms/livekit/hooks/usePublishSourcesManager.ts,0.03729120522767043,192,4,1,2.0,0.00253592561284869,0,MAJOR,"MINOR:1, MAJOR:1"
75,src/frontend/src/primitives/VisualOnlyTooltip.tsx,0.03692715280412144,157,2,1,2.0,0.00253592561284869,0,MAJOR,MAJOR:2
76,src/frontend/src/features/rooms/livekit/components/effects/FunnyEffects.tsx,0.03656310038057245,122,2,2,2.0,0.00253592561284869,0,CRITICAL,"MAJOR:1, CRITICAL:1"
77,src/frontend/src/primitives/MenuList.tsx,0.036459085402415596,112,8,4,2.0,0.00253592561284869,0,MINOR,MINOR:2
78,src/frontend/visio/package-lock.json,0.03639484085708342,3499,2,1,0.0,0.00253592561284869,0,NONE,
79,src/frontend/src/features/sdk/utils/PopupManager.ts,0.03634466892644306,101,3,1,2.0,0.00253592561284869,0,MINOR,MINOR:2
80,src/frontend/src/features/rooms/livekit/components/ScreenShareErrorModal.tsx,0.03598061650289407,66,1,1,2.0,0.00253592561284869,0,MINOR,"MINOR:1, INFO:1"
81,src/frontend/src/features/settings/components/tabs/NotificationsTab.tsx,0.03588700302255289,57,2,1,2.0,0.00253592561284869,0,MAJOR,MAJOR:2
82,src/frontend/src/features/shortcuts/useKeyboardShortcuts.ts,0.03582459403565878,51,6,2,2.0,0.00253592561284869,0,MINOR,MINOR:2
83,src/frontend/src/utils/livekit.ts,0.03572057905750193,41,5,1,2.0,0.00253592561284869,0,MINOR,MINOR:2
84,src/frontend/src/features/reactions/components/ReactionPortals.tsx,0.03548134460774116,18,1,1,2.0,0.00253592561284869,0,MINOR,MINOR:2
85,src/summary/summary/api/health.py,0.035470943109925476,17,1,1,2.0,0.00253592561284869,0,MINOR,MINOR:2
86,src/sdk/consumer/package-lock.json,0.03542750156022467,3406,2,2,0.0,0.00253592561284869,0,NONE,
87,src/frontend/src/utils/parseLineBreaks.tsx,0.035418935620847046,12,1,1,2.0,0.00253592561284869,0,MAJOR,MAJOR:2
88,src/frontend/src/features/layout/components/PaginationIndicator.tsx,0.03529411764705882,0,1,1,2.0,0.00253592561284869,0,MAJOR,MAJOR:2
89,src/backend/uv.lock,0.03443935926773455,3311,14,4,0.0,0.00253592561284869,0,NONE,
90,src/frontend/src/primitives/buttonRecipe.ts,0.032750033651904695,1452,33,4,1.0,0.00253592561284869,0,INFO,INFO:1
91,docker/auth/realm.json,0.03228624921988767,3104,3,3,0.0,0.00253592561284869,0,NONE,
92,src/mail/package-lock.json,0.032182234241730806,3094,61,2,0.0,0.00253592561284869,0,NONE,
93,src/mail/yarn.lock,0.026877470355731226,2584,2,2,0.0,0.00253592561284869,0,NONE,
94,src/frontend/src/layout/Header.tsx,0.026758770910069875,876,41,4,1.0,0.00253592561284869,0,MINOR,MINOR:1
95,src/backend/locale/fr_FR/LC_MESSAGES/django.po,0.02459954233409611,2365,24,3,0.0,0.00253592561284869,0,NONE,
96,src/frontend/src/features/rooms/components/Conference.tsx,0.024356024914646533,645,57,4,1.0,0.00253592561284869,0,MINOR,MINOR:1
97,src/backend/locale/en_US/LC_MESSAGES/django.po,0.023954649469523612,2303,23,3,0.0,0.00253592561284869,0,NONE,
98,docs/examples/keycloak.values.yaml,0.023902641980445186,2298,1,1,0.0,0.00253592561284869,0,NONE,
99,src/frontend/src/App.tsx,0.02286861072700351,502,35,4,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
100,src/frontend/src/features/rooms/livekit/prefabs/Chat.tsx,0.022431747818744723,460,13,2,1.0,0.00253592561284869,0,MINOR,MINOR:1
101,src/frontend/src/features/settings/components/tabs/AudioTab.tsx,0.02204689239956436,423,12,2,1.0,0.00253592561284869,0,MINOR,MINOR:1
102,src/frontend/src/styles/livekit.css,0.021849263941066337,404,7,3,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
103,src/summary/summary/core/file_service.py,0.02179725645198791,399,8,3,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
104,src/agents/metadata_collector.py,0.021620430989121257,382,1,1,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
105,src/backend/core/admin.py,0.02147481001970166,368,20,2,1.0,0.00253592561284869,0,MINOR,MINOR:1
106,src/frontend/src/features/rooms/livekit/components/controls/Options/OptionsMenuItems.tsx,0.02126678006338795,348,23,2,1.0,0.00253592561284869,0,INFO,INFO:1
107,src/frontend/src/features/rooms/livekit/components/Admin.tsx,0.021235575569940896,345,7,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
108,src/frontend/src/primitives/Field.tsx,0.021121159093968354,334,11,4,1.0,0.00253592561284869,0,MINOR,MINOR:1
109,Dockerfile,0.020829917155129163,306,12,4,1.0,0.00253592561284869,0,MINOR,MINOR:1
110,src/frontend/src/stores/accessibility.ts,0.02048666772721154,273,5,1,1.0,0.00253592561284869,0,CRITICAL,CRITICAL:1
111,src/frontend/src/primitives/Select.tsx,0.020382652749054687,263,14,4,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
112,src/summary/summary/core/config.py,0.020320243762160572,257,31,4,1.0,0.00253592561284869,0,CRITICAL,CRITICAL:1
113,src/frontend/src/features/rooms/livekit/prefabs/ControlBar/ControlBar.tsx,0.020112213805846865,237,7,2,1.0,0.00253592561284869,0,MINOR,MINOR:1
114,src/backend/locale/nl_NL/LC_MESSAGES/django.po,0.01992926981485334,1916,18,2,0.0,0.00253592561284869,0,NONE,
115,src/sdk/consumer/.vite/deps/chunk-DEZHIYJM.js,0.019846057832327856,1908,1,1,0.0,0.00253592561284869,0,NONE,
116,src/frontend/src/features/rooms/livekit/components/controls/Options/TranscriptMenuItem.tsx,0.01957133591943122,185,6,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
117,src/frontend/src/primitives/Checkbox.tsx,0.01950892693253711,179,3,2,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
118,src/backend/core/services/participants_management.py,0.019290495478407714,158,3,1,1.0,0.00253592561284869,0,CRITICAL,CRITICAL:1
119,src/frontend/src/features/rooms/components/Permissions.tsx,0.019290495478407714,158,6,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
120,src/frontend/src/features/rooms/livekit/components/chat/Input.tsx,0.019144874508988118,144,9,2,1.0,0.00253592561284869,0,MINOR,MINOR:1
121,src/frontend/src/features/settings/components/SettingsDialog.tsx,0.019134473011172434,143,11,3,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
122,src/frontend/src/features/notifications/components/ToastRegion.tsx,0.019020056535199892,132,13,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
123,src/backend/core/services/lobby.py,0.018905640059227354,121,10,2,1.0,0.00253592561284869,0,BLOCKER,BLOCKER:1
124,src/frontend/src/features/auth/api/useUser.tsx,0.018895238561411665,120,15,4,1.0,0.00253592561284869,0,MINOR,MINOR:1
125,src/frontend/src/features/rooms/hooks/useWaitingParticipants.ts,0.018874435565780296,118,3,1,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
126,src/backend/core/external_api/permissions.py,0.018853632570148923,116,6,1,1.0,0.00253592561284869,0,BLOCKER,BLOCKER:1
127,src/frontend/src/features/rooms/livekit/processors/RnnNoiseProcessor.ts,0.018760019089807754,107,3,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
128,src/frontend/src/features/layout/components/RoomContentArea.tsx,0.01874961759199207,106,3,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
129,src/frontend/src/features/rooms/livekit/components/controls/ScreenShareToggle.tsx,0.0187288145963607,104,9,2,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
130,src/frontend/src/features/recording/components/TranscriptSidePanel.tsx,0.01863948408570834,1792,33,2,0.0,0.00253592561284869,0,NONE,
131,src/frontend/src/layout/Layout.tsx,0.01861439812038816,93,6,3,1.0,0.00253592561284869,0,MINOR,MINOR:1
132,src/frontend/src/locales/de/rooms.json,0.0185978780944456,1788,160,7,0.0,0.00253592561284869,0,NONE,
133,src/helm/meet/templates/ingress_media.yaml,0.018510383142231305,83,1,1,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
134,src/frontend/src/features/rooms/livekit/components/ParticipantPlaceholder.tsx,0.018489580146599932,81,7,1,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
135,src/frontend/src/features/support/hooks/useSupport.tsx,0.018458375653152878,78,6,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
136,src/frontend/src/features/rooms/utils/generateRoomId.ts,0.018416769661890136,74,5,2,1.0,0.00253592561284869,0,MINOR,MINOR:1
137,src/frontend/src/features/recording/components/RowWrapper.tsx,0.018395966666258763,72,3,1,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
138,src/frontend/src/features/rooms/livekit/components/ParticipantName.tsx,0.018395966666258763,72,3,2,1.0,0.00253592561284869,0,MINOR,MINOR:1
139,src/frontend/src/features/rooms/livekit/prefabs/ControlBar/ResponsiveMenu.tsx,0.018229542701207798,56,1,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
140,src/frontend/src/features/rooms/livekit/components/controls/StartMediaButton.tsx,0.018219141203392113,55,2,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
141,src/frontend/src/features/auth/api/fetchUser.ts,0.018208739705576425,54,7,3,1.0,0.00253592561284869,0,MINOR,MINOR:1
142,bin/buildpack_postfrontend.sh,0.018167133714313683,50,2,2,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
143,src/frontend/src/features/auth/utils/silentLogin.ts,0.018146330718682314,48,3,2,1.0,0.00253592561284869,0,MINOR,MINOR:1
144,src/backend/core/migrations/0014_room_pin_code.py,0.01813592922086663,47,2,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
145,src/frontend/src/api/fetchApi.ts,0.018115126225235256,45,2,2,1.0,0.00253592561284869,0,MINOR,MINOR:1
146,src/frontend/src/features/layout/components/ControlBarRegion.tsx,0.01810472472741957,44,1,1,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
147,src/frontend/vite.config.ts,0.018031914242709772,37,7,3,1.0,0.00253592561284869,0,MINOR,MINOR:1
148,src/frontend/src/primitives/FieldErrors.tsx,0.018021512744894087,36,1,1,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
149,src/frontend/src/features/rooms/livekit/hooks/useKonami.ts,0.018011111247078403,35,2,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
150,src/sdk/library/vite.config.ts,0.018011111247078403,35,1,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
151,src/frontend/src/features/notifications/hooks/useSoundNotification.tsx,0.018000709749262718,34,3,1,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
152,src/frontend/src/features/rooms/livekit/components/controls/Options/ScreenRecordingMenuItem.tsx,0.017979906753631345,32,1,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
153,src/frontend/src/features/rooms/utils/isRoomValid.ts,0.01794870226018429,29,5,2,1.0,0.00253592561284869,0,MINOR,MINOR:1
154,src/frontend/src/utils/formatDate.ts,0.01794870226018429,29,1,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
155,src/frontend/src/components/NotFoundScreen.tsx,0.01789669477110586,24,3,2,1.0,0.00253592561284869,0,MINOR,MINOR:1
156,src/frontend/src/features/auth/components/UserAware.tsx,0.01787589177547449,22,2,2,1.0,0.00253592561284869,0,MINOR,MINOR:1
157,src/frontend/src/navigation/navigateTo.ts,0.017865490277658807,21,1,1,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
158,src/frontend/src/features/auth/utils/authUrl.ts,0.017855088779843122,20,5,2,1.0,0.00253592561284869,0,MINOR,MINOR:1
159,src/frontend/src/navigation/getRoutePath.ts,0.017844687282027434,19,1,1,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
160,src/frontend/src/navigation/getRouteUrl.ts,0.017761475299501953,11,1,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
161,src/frontend/src/features/layout/components/GridLayout.tsx,0.017709467810423523,6,1,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
162,src/helm/meet/generate-readme.sh,0.017688664814792154,4,3,1,1.0,0.00253592561284869,0,MAJOR,MAJOR:1
163,src/frontend/src/primitives/Div.tsx,0.01767826331697647,3,1,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
164,src/frontend/src/features/layout/components/PaginationControl.tsx,0.01764705882352941,0,1,1,1.0,0.00253592561284869,0,MINOR,MINOR:1
165,src/backend/locale/de_DE/LC_MESSAGES/django.po,0.015113376326190971,1453,12,2,0.0,0.00253592561284869,0,NONE,
166,src/helm/meet/values.yaml,0.014114832535885167,1357,27,7,0.0,0.00253592561284869,0,NONE,
167,src/backend/core/tests/test_external_api_rooms.py,0.013865196588308716,1333,12,1,0.0,0.00253592561284869,0,NONE,
168,docs/installation.md,0.013313917204077387,1280,20,8,0.0,0.00253592561284869,0,NONE,
169,src/frontend/src/locales/fr/rooms.json,0.012856251300187227,1236,173,6,0.0,0.00253592561284869,0,NONE,
170,src/frontend/src/locales/en/rooms.json,0.012315373413771584,1184,169,6,0.0,0.00253592561284869,0,NONE,
171,src/backend/core/tests/services/test_lobby_service.py,0.011472852090701062,1103,4,1,0.0,0.00253592561284869,0,NONE,
172,src/frontend/src/locales/nl/rooms.json,0.011035989182442271,1061,101,5,0.0,0.00253592561284869,0,NONE,
173,src/frontend/src/features/rooms/livekit/prefabs/ControlBar.tsx,0.010411899313501144,1001,20,2,0.0,0.00253592561284869,0,NONE,
174,src/frontend/src/features/recording/components/ScreenRecordingSidePanel.tsx,0.010266278344081548,987,28,2,0.0,0.00253592561284869,0,NONE,
175,src/sdk/consumer/.vite/deps/react_jsx-dev-runtime.js,0.009475764510089453,911,1,1,0.0,0.00253592561284869,0,NONE,
176,src/backend/pyproject.toml,0.00886207613896401,852,132,11,0.0,0.00253592561284869,0,NONE,
177,src/backend/core/tests/rooms/test_api_rooms_lobby.py,0.008851674641148326,851,6,1,0.0,0.00253592561284869,0,NONE,
178,src/backend/core/api/serializers.py,0.008394008737258166,807,44,3,0.0,0.00253592561284869,0,NONE,
179,src/frontend/panda.config.ts,0.008102766798418972,779,36,3,0.0,0.00253592561284869,0,NONE,
180,.github/workflows/docker-hub.yml,0.00792594133555232,762,25,5,0.0,0.00253592561284869,0,NONE,
181,src/backend/meet/settings.py,0.007769918868317038,747,105,12,0.0,0.00253592561284869,0,NONE,
182,src/backend/core/tests/authentication/test_views.py,0.00748907842729353,720,3,3,0.0,0.00253592561284869,0,NONE,
183,Makefile,0.0074578739338464735,717,34,7,0.0,0.00253592561284869,0,NONE,
184,src/frontend/src/features/rooms/livekit/components/controls/SelectToggleDevice.tsx,0.007301851466611192,702,21,2,0.0,0.00253592561284869,0,NONE,
185,src/backend/core/tests/rooms/test_api_rooms_retrieve.py,0.007281048470979821,700,18,1,0.0,0.00253592561284869,0,NONE,
186,src/frontend/package.json,0.007166631995007281,689,125,3,0.0,0.00253592561284869,0,NONE,
187,src/helm/env.d/dev-keycloak/values.meet.yaml.gotmpl,0.0071146245059288534,684,52,5,0.0,0.00253592561284869,0,NONE,
188,src/backend/core/tests/rooms/test_api_rooms_participants_management.py,0.007104223008113168,683,6,1,0.0,0.00253592561284869,0,NONE,
189,src/frontend/src/locales/nl/termsOfService.json,0.007083420012481798,681,4,2,0.0,0.00253592561284869,0,NONE,
190,src/frontend/src/locales/en/termsOfService.json,0.006958602038693572,669,4,2,0.0,0.00253592561284869,0,NONE,
191,src/frontend/src/locales/fr/termsOfService.json,0.006854587060536718,659,4,2,0.0,0.00253592561284869,0,NONE,
192,src/helm/env.d/dev/values.meet.yaml.gotmpl,0.006854587060536718,659,46,3,0.0,0.00253592561284869,0,NONE,
193,src/backend/core/tests/rooms/test_api_rooms_rename_toggle.py,0.006615352610775952,636,3,1,0.0,0.00253592561284869,0,NONE,
194,src/helm/meet/README.md,0.006542542126066153,629,10,2,0.0,0.00253592561284869,0,NONE,
195,src/backend/core/tests/authentication/test_backends.py,0.006500936134803412,625,15,3,0.0,0.00253592561284869,0,NONE,
196,src/backend/impress/settings.py,0.006303307676305388,606,5,2,0.0,0.00253592561284869,0,NONE,
197,src/helm/env.d/production/values.meet.yaml.gotmpl,0.006292906178489702,605,35,3,0.0,0.00253592561284869,0,NONE,
198,src/backend/core/tests/rooms/test_api_rooms_start_recording.py,0.0062617016850426465,602,5,2,0.0,0.00253592561284869,0,NONE,
199,src/helm/env.d/staging/values.meet.yaml.gotmpl,0.006043270230913251,581,31,2,0.0,0.00253592561284869,0,NONE,
200,src/frontend/src/features/rooms/livekit/components/controls/ReactionsToggle.tsx,0.005928853754940711,570,14,3,0.0,0.00253592561284869,0,NONE,
201,src/frontend/src/primitives/Button.tsx,0.005866444768046599,564,20,3,0.0,0.00253592561284869,0,NONE,
202,src/backend/core/tests/services/test_jwt_service.py,0.005627210318285833,541,1,1,0.0,0.00253592561284869,0,NONE,
203,src/backend/core/utils.py,0.005627210318285833,541,25,2,0.0,0.00253592561284869,0,NONE,
204,src/helm/env.d/dev/secrets.enc.yaml,0.005512793842313293,530,7,3,0.0,0.00253592561284869,0,NONE,
205,src/backend/core/tests/services/test_livekit_events.py,0.005450384855419181,524,7,2,0.0,0.00253592561284869,0,NONE,
206,src/frontend/src/features/rooms/livekit/components/controls/Participants/ParticipantListItem.tsx,0.0053879758685250675,518,23,2,0.0,0.00253592561284869,0,NONE,
207,src/frontend/src/locales/de/termsOfService.json,0.005377574370709382,517,5,2,0.0,0.00253592561284869,0,NONE,
208,src/frontend/src/features/notifications/MainNotificationToast.tsx,0.005325566881630955,512,33,3,0.0,0.00253592561284869,0,NONE,
209,CHANGELOG.md,0.005283960890368213,508,173,16,0.0,0.00253592561284869,0,NONE,
210,src/frontend/src/features/recording/components/RecordingStateToast.tsx,0.005096733929685875,490,14,2,0.0,0.00253592561284869,0,NONE,
211,src/helm/helmfile.yaml,0.005096733929685875,490,15,3,0.0,0.00253592561284869,0,NONE,
212,docs/openapi.yaml,0.00508633243187019,489,5,1,0.0,0.00253592561284869,0,NONE,
213,.github/workflows/meet.yml,0.005075930934054504,488,31,6,0.0,0.00253592561284869,0,NONE,
